Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,GRP
3/13/2018,GrubHub Seamless,SEAMLSSTACOCHULO,15.57,debit,Food & Dining,CREDIT CARD,FOOD
2/11/2018,GrubHub Seamless,SEAMLSSTACOCHULO,19.33,debit,Food & Dining,CREDIT CARD,FOOD
1/25/2018,GrubHub Seamless,SEAMLSSTACOCHULO,16.65,debit,Food & Dining,CREDIT CARD,FOOD
1/21/2018,GrubHub Seamless,SEAMLSSTACOCHULO,15.17,debit,Food & Dining,CREDIT CARD,FOOD
1/7/2018,GrubHub Seamless,SEAMLSSTACOCHULO,18.24,debit,Food & Dining,CREDIT CARD,FOOD
11/22/2017,GrubHub Seamless,SEAMLSSTACOCHULO,16.15,debit,Food & Dining,CREDIT CARD,FOOD
3/25/2018,GrubHub Seamless,SEAMLSSTHAINY,17.51,debit,Food & Dining,CREDIT CARD,FOOD
3/6/2018,GrubHub Seamless,SEAMLSSTIKKAINDIANGRI,48.89,debit,Food & Dining,CREDIT CARD,FOOD
10/6/2017,GrubHub Seamless,SEAMLSSWILDGINGER,11.98,debit,Food & Dining,CREDIT CARD,FOOD
4/5/2018,Transfer from 90 n 5th checking,Sevilya bday - Deposit from 90 n,50,credit,Transfer,Mazie,INCOME
4/5/2018,Transfer to Mazie,Sevilya bday - Withdrawal to Maz,50,debit,Transfer,90 n 5th checking,GENERAL
3/27/2017,Sew Good Cleaners,SEW GOOD CLEANERS,53.2,debit,Laundry,CREDIT CARD,WORK
8/26/2018,Shake Shack,SHAKE SHACK - 1215,19.55,debit,Fast Food,CREDIT CARD,FOOD
8/13/2018,Shake Shack,SHAKE SHACK - 1215,6.19,debit,Fast Food,CREDIT CARD,FOOD
7/29/2018,Shake Shack,SHAKE SHACK - 1215,3.15,debit,Fast Food,CREDIT CARD,FOOD
7/29/2018,Shake Shack,SHAKE SHACK - 1215,21.3,debit,Fast Food,CREDIT CARD,FOOD
7/23/2018,Shake Shack,SHAKE SHACK - 1215,5.43,debit,Fast Food,CREDIT CARD,FOOD
7/16/2018,Shake Shack,SHAKE SHACK - 1215,27.06,debit,Fast Food,CREDIT CARD,FOOD
3/8/2017,Shake Shack,SHAKE SHACK 1117,15.34,debit,Fast Food,CREDIT CARD,FOOD
2/13/2017,Shake Shack,SHAKE SHACK 1124,17.9,debit,Fast Food,CREDIT CARD,FOOD
2/13/2017,Shake Shack,SHAKE SHACK 1124,5.76,debit,Fast Food,CREDIT CARD,FOOD
12/18/2017,Shalom Japan,Shalom Japan,74.06,debit,Restaurants,CREDIT CARD,FOOD
3/14/2017,Shell,SHELL OIL 57544422306,28.02,debit,Gas & Fuel,CREDIT CARD,TRAVEL
6/29/2017,Ship Bottom Shellfish Inc,SHIP BOTTOM SHELLFISH,108.92,debit,Business Services,CREDIT CARD,FOOD
3/2/2017,Shutterfly,SHUTTERFLY,6.53,debit,Hobbies,CREDIT CARD,GENERAL
1/23/2017,Si Bon,SI BON,48.95,debit,Uncategorized,CREDIT CARD,FOOD
6/27/2018,Simplehuman.com,SIMPLEHUMAN.COM,53,debit,Home Supplies,CREDIT CARD,GENERAL
6/30/2017,Skipper Dipper,SKIPPER DIPPER,8.02,debit,Fast Food,CREDIT CARD,TRAVEL
7/10/2017,Speedway,SPEEDWAY 07821,27.88,debit,Gas & Fuel,CREDIT CARD,TRAVEL
4/3/2018,Spritzenhaus,SPRITZENHAUS,56.17,debit,Alcohol & Bars,CREDIT CARD,FOOD
10/1/2017,Spritzenhaus,SPRITZENHAUS,61.17,debit,Alcohol & Bars,CREDIT CARD,FOOD
3/26/2017,Spritzenhaus,SPRITZENHAUS,66.88,debit,Alcohol & Bars,CREDIT CARD,FOOD
4/18/2018,69 Grand Street,SQ *69 GRAND ST.,10.5,debit,Hair,CREDIT CARD,GENERAL
9/2/2018,Bakeri,SQ *BAKERI @ 150 WYTHE AV,11,debit,Restaurants,CREDIT CARD,FOOD
7/12/2018,Bakeri,SQ *BAKERI @ 150 WYTHE AV,10,debit,Restaurants,CREDIT CARD,FOOD
7/2/2018,Bakeri,SQ *BAKERI @ 150 WYTHE AV,11,debit,Restaurants,CREDIT CARD,FOOD
6/24/2018,Bakeri,SQ *BAKERI @ 150 WYTHE AV,15.5,debit,Restaurants,CREDIT CARD,FOOD
6/17/2018,Bakeri,SQ *BAKERI @ 150 WYTHE AV,23,debit,Restaurants,CREDIT CARD,FOOD
6/11/2018,Bakeri,SQ *BAKERI @ 150 WYTHE AV,17,debit,Restaurants,CREDIT CARD,FOOD
11/13/2017,Bakeri,SQ *BAKERI @ 150 WYTHE AV,15.03,debit,Restaurants,CREDIT CARD,FOOD
9/14/2017,Blue Bottle Coffee,SQ *BLUE BOTTLE COFFEE,6.8,debit,Coffee Shops,CREDIT CARD,FOOD
6/24/2018,Cafe Zaiya,SQ *CAFE ZAIYA,13.06,debit,Restaurants,CREDIT CARD,FOOD
9/24/2017,Champion Pizza,SQ *CHAMPION PIZZA,13.5,debit,Restaurants,CREDIT CARD,FOOD
2/20/2017,Davey Ice Cream,SQ *DAVEY'S ICE CREAM,9.3,debit,Fast Food,CREDIT CARD,FOOD
7/30/2017,Devocion,SQ *DEVOCION,16.75,debit,Coffee Shops,CREDIT CARD,FOOD
4/9/2017,Devocion,SQ *DEVOCION,43.25,debit,Coffee Shops,CREDIT CARD,FOOD
6/17/2018,Gelateria Gentile,SQ *GELATERIA GENTILE,13,debit,Restaurants,CREDIT CARD,FOOD
9/11/2018,Gotan,SQ *GOTAN WILLIAMSBURG,9.53,debit,Restaurants,CREDIT CARD,FOOD
4/27/2018,Gotan,SQ *GOTAN WILLIAMSBURG,19.01,debit,Food & Dining,CREDIT CARD,FOOD
11/26/2017,Gotan,SQ *GOTAN WILLIAMSBURG,16.39,debit,Restaurants,CREDIT CARD,FOOD
11/26/2017,Gotan,SQ *GOTAN WILLIAMSBURG,5,debit,Restaurants,CREDIT CARD,FOOD
6/25/2017,Gotan,SQ *GOTAN WILLIAMSBURG,5,debit,Restaurants,CREDIT CARD,FOOD
4/17/2017,Gotan,SQ *GOTAN WILLIAMSBURG,47.49,debit,Restaurants,CREDIT CARD,FOOD
4/11/2017,Gotan,SQ *GOTAN WILLIAMSBURG,4.08,debit,Restaurants,CREDIT CARD,FOOD
3/27/2017,Gotan,SQ *GOTAN WILLIAMSBURG,37.78,debit,Food & Dining,CREDIT CARD,FOOD
3/13/2017,Gotan,SQ *GOTAN WILLIAMSBURG,31.88,debit,Food & Dining,CREDIT CARD,FOOD
2/20/2017,Gotan,SQ *GOTAN WILLIAMSBURG,22.42,debit,Uncategorized,CREDIT CARD,FOOD
2/20/2017,Gotan,SQ *GOTAN WILLIAMSBURG,4.9,debit,Uncategorized,CREDIT CARD,FOOD
2/6/2017,Gotan,SQ *GOTAN WILLIAMSBURG,4.08,debit,Uncategorized,CREDIT CARD,FOOD
1/30/2017,Gotan,SQ *GOTAN WILLIAMSBURG,17.42,debit,Uncategorized,CREDIT CARD,FOOD
1/23/2017,Gotan,SQ *GOTAN WILLIAMSBURG,39.17,debit,Uncategorized,CREDIT CARD,FOOD
3/28/2017,Gregorys Coffee,SQ *GREGORYS COFFEE 44TH,6.1,debit,Fast Food,CREDIT CARD,FOOD
1/6/2017,La Colombe,SQ *LA COLOMBE - BRYANT P,3.5,debit,Coffee Shops,CREDIT CARD,FOOD
7/15/2018,Lobster Joint,SQ *LOBSTER JOINT,3.27,debit,Restaurants,CREDIT CARD,FOOD
5/13/2018,Nashemia Jewelry,SQ *NASHEMIA JEWELRY,20,debit,Clothing,CREDIT CARD,FOOD
7/22/2018,Palenque,SQ *PALENQUE,40.28,debit,Restaurants,CREDIT CARD,FOOD
6/18/2017,Pattys,SQ *PATTY'S BERRIES AND B,18,debit,Groceries,CREDIT CARD,FOOD
8/3/2018,Republic Booza,SQ *REPUBLIC OF BOOZA,12.43,debit,Hair,CREDIT CARD,FOOD
4/16/2018,Ringolevio,SQ *RINGOLEVIO,10,debit,Restaurants,CREDIT CARD,FOOD
12/24/2017,Roxann Astra Slate,SQ *ROXANN ASTRA SLATE,19.6,debit,Hair,CREDIT CARD,GENERAL
3/4/2018,Russian Dumplings By,SQ *RUSSIAN DUMPLINGS BY,47.74,debit,Restaurants,CREDIT CARD,FOOD
5/23/2018,Russian Samovar Inc,SQ *RUSSIAN SAMOVAR'S TOL,50.46,debit,Restaurants,CREDIT CARD,FOOD
12/29/2017,Saltie,SQ *SALTIE,80,debit,Restaurants,CREDIT CARD,FOOD
9/13/2018,Souk Sandwich,SQ *SOUK & SANDWICH,11.98,debit,Restaurants,CREDIT CARD,FOOD
6/11/2018,Souvlaki Gr Truck,SQ *SOUVLAKI GR TRUCK,10,debit,Restaurants,CREDIT CARD,FOOD
9/10/2017,Sweethaus,SQ *SWEETHAUS,29.94,debit,Restaurants,CREDIT CARD,FOOD
2/9/2017,Sweethaus,SQ *SWEETHAUS,5.26,debit,Uncategorized,CREDIT CARD,FOOD
3/25/2018,Tea Bar,SQ *TEA BAR,3,debit,Coffee Shops,CREDIT CARD,FOOD
9/24/2017,Tea Bar,SQ *TEA BAR,3.5,debit,Coffee Shops,CREDIT CARD,FOOD
7/31/2017,Van Leeuwen Artisan Ice Cream,SQ *VAN LEEUWEN ARTISAN I,12.5,debit,Business Services,CREDIT CARD,FOOD
4/16/2017,Van Leeuwen Artisan Ice Cream,SQ *VAN LEEUWEN ARTISAN I,18.5,debit,Business Services,CREDIT CARD,FOOD
1/22/2017,Starbucks,STARBUCKS STORE 05904,2.45,debit,Coffee Shops,CREDIT CARD,FOOD
7/24/2017,Starbucks,STARBUCKS STORE 15685,4.19,debit,Coffee Shops,CREDIT CARD,FOOD
4/25/2018,State Tax Return,State tax return - Check Deposit,1130,credit,State Tax,90 n 5th checking,INCOME
7/3/2017,Stew Leonard's,STEW LEONARDS DANB,2.5,debit,Groceries,CREDIT CARD,FOOD
5/28/2018,Stewart's Shops,STEWARTS SHOP 197,29.71,debit,Groceries,CREDIT CARD,FOOD
5/8/2017,Stewart's Shops,STEWARTS SHOP 342,17.25,debit,Groceries,CREDIT CARD,FOOD
10/9/2017,Stony Hill Gardens,STONY HILL GARDENS,13.67,debit,Groceries,CREDIT CARD,FOOD
10/9/2017,Stony Hill Gardens,STONY HILL GARDENS,40.59,debit,Groceries,CREDIT CARD,FOOD
4/8/2018,Stop & Shop,STOP & SHOP 0683,8.5,debit,Groceries,CREDIT CARD,FOOD
7/3/2017,Stuart Family Farm,STUART FAMILY FARM,83.2,debit,Groceries,CREDIT CARD,FOOD
2/26/2018,Sugarcane,SUGARCANE RAW BAR GRILL N,97.29,debit,Food & Dining,CREDIT CARD,FOOD
2/18/2018,Sunac Natural,SUNAC NATURAL,13.35,debit,Groceries,CREDIT CARD,FOOD
1/23/2017,Sunac Natural Food,SUNAC NATURAL,5.99,debit,Restaurants,CREDIT CARD,FOOD
9/12/2018,Sunac Big Smile,SUNAC/78 BIG SMILE CORP,15.53,debit,Gas & Fuel,CREDIT CARD,FOOD
9/13/2018,Sunbasket,SUNBASKET,43.96,debit,Groceries,CREDIT CARD,FOOD
10/9/2017,Sunoco,SUNOCO 0267630200,19.99,debit,Gas & Fuel,CREDIT CARD,TRAVEL
6/10/2018,Sunoco,SUNOCO 0732528500,38.46,debit,Gas & Fuel,CREDIT CARD,TRAVEL
12/13/2017,Swallow Cafe,SWALLOW CAFE,10.25,debit,Coffee Shops,CREDIT CARD,FOOD
1/27/2017,Sweetl,SWEETGREEN WIL,25,debit,Food & Dining,CREDIT CARD,FOOD
6/20/2018,Taco Chulo,Taco Chulo,14.15,debit,Restaurants,CREDIT CARD,FOOD
6/7/2018,Taco Chulo,Taco Chulo,26.04,debit,Restaurants,CREDIT CARD,FOOD
2/23/2018,Taco Chulo,Taco Chulo,25.95,debit,Restaurants,CREDIT CARD,FOOD
6/18/2018,Tacocina,TACOCINA,26.67,debit,Restaurants,CREDIT CARD,FOOD
6/10/2018,Taxi Svc,TAXI SVC LONG ISLAND C,20.8,debit,Rental Car & Taxi,CREDIT CARD,TRAVEL
6/10/2018,Taxi Svc,TAXI SVC LONG ISLAND C,19.3,debit,Rental Car & Taxi,CREDIT CARD,TRAVEL
6/29/2018,Taxi Svc New,TAXI SVC NEW YORK,17.8,debit,Parking,CREDIT CARD,TRAVEL
12/24/2017,Taxi Svc New,TAXI SVC NEW YORK,9.12,debit,Parking,CREDIT CARD,TRAVEL
11/30/2017,Teddy Bar Grill,Teddy's Bar & Grill,19.51,debit,Restaurants,CREDIT CARD,FOOD
4/9/2017,Teddy's Bar & Grill,TEDDYS BAR AND GRILL,13,debit,Restaurants,CREDIT CARD,FOOD
2/23/2017,Teddy's Bar & Grill,TEDDYS BAR AND GRILL,46.11,debit,Restaurants,CREDIT CARD,FOOD
6/6/2018,Copper Still,THE COPPER STILL,12.89,debit,Alcohol & Bars,CREDIT CARD,FOOD
12/20/2017,Copper Still,THE COPPER STILL,17.08,debit,Alcohol & Bars,CREDIT CARD,FOOD
8/8/2018,Crab Shack,THE CRAB SHACK,195.85,debit,Restaurants,CREDIT CARD,TRAVEL
4/24/2017,Gander,The Gander,158.74,debit,Restaurants,CREDIT CARD,FOOD
9/17/2017,The Gibson,THE GIBSON,14,debit,Gifts & Donations,CREDIT CARD,FOOD
8/30/2018,Greek Tribeca,The Greek Tribeca,31.13,debit,Restaurants,CREDIT CARD,FOOD
5/7/2018,Greenburg Bodega,THE GREENBURG BODEGA INC,1.99,debit,Restaurants,CREDIT CARD,FOOD
5/7/2018,Greenburg Bodega,THE GREENBURG BODEGA INC,28.52,debit,Restaurants,CREDIT CARD,FOOD
3/14/2017,Home Depot,THE HOME DEPOT #6957,45.2,debit,Home Improvement,CREDIT CARD,GENERAL
6/5/2017,Line Hotel Food,THE LINE HOTEL FOOD,14.06,debit,Hotel,CREDIT CARD,TRAVEL
6/4/2017,Line Hotel Food,THE LINE HOTEL FOOD,42.92,debit,Hotel,CREDIT CARD,TRAVEL
6/4/2017,Line Hotel Food,THE LINE HOTEL FOOD,6.54,debit,Hotel,CREDIT CARD,TRAVEL
6/1/2018,Long Room,THE LONG ROOM,73.94,debit,Alcohol & Bars,CREDIT CARD,WORK
5/6/2018,Long Room,THE LONG ROOM,32.93,debit,Alcohol & Bars,CREDIT CARD,WORK
2/9/2018,Long Room,THE LONG ROOM,37.52,debit,Alcohol & Bars,CREDIT CARD,WORK
10/12/2017,Long Room,THE LONG ROOM,38.95,debit,Alcohol & Bars,CREDIT CARD,WORK
3/15/2017,Long Room,THE LONG ROOM,36.98,debit,Alcohol & Bars,CREDIT CARD,WORK
9/3/2018,The Meat Hook,THE MEAT HOOK,62.12,debit,Groceries,CREDIT CARD,FOOD
7/5/2018,The Meat Hook,THE MEAT HOOK,86.7,debit,Groceries,CREDIT CARD,FOOD
6/25/2018,The Meat Hook,THE MEAT HOOK,4.57,debit,Groceries,CREDIT CARD,FOOD
8/28/2017,The Meat Hook,THE MEAT HOOK,109.52,debit,Groceries,CREDIT CARD,FOOD
8/21/2017,The Meat Hook,THE MEAT HOOK,33.23,debit,Groceries,CREDIT CARD,FOOD
9/5/2018,The Mill,THE MILL,8.17,debit,Movies & DVDs,CREDIT CARD,WORK
6/18/2018,The William Vale Hotel LLC,THE WILLIAM VALE,7.62,debit,Hotel,CREDIT CARD,FOOD
4/30/2017,Thestandardhighlinef,THESTANDARDHIGHLINEF,66.16,debit,Alcohol & Bars,CREDIT CARD,FOOD
1/17/2017,Three Weavers Brewing,Three Weavers Brewing Com,14,debit,Alcohol & Bars,CREDIT CARD,FOOD
9/14/2018,Transfer from CD 12 Months,Transfer Interest From CD Account 5139,7.99,credit,Transfer,PREMIUM SAVINGS,INCOME
8/14/2018,Transfer from CD 12 Months,Transfer Interest From CD Account 5139,7.99,credit,Transfer,PREMIUM SAVINGS,INCOME
7/16/2018,Transfer from DP CD 12 Months,Transfer Interest From CD Account 5139,7.73,credit,Transfer,PREMIUM SAVINGS,INCOME
6/14/2018,Transfer from DP CD 12 Months,Transfer Interest From CD Account 5139,7.99,credit,Transfer,PREMIUM SAVINGS,INCOME
5/14/2018,Transfer from DP CD 12 Months,Transfer Interest From CD Account 5139,7.73,credit,Transfer,PREMIUM SAVINGS,INCOME
4/16/2018,Transfer from DP CD 12 Months,Transfer Interest From CD Account 5139,7.99,credit,Transfer,PREMIUM SAVINGS,INCOME
9/14/2018,Transfer to PREMIUM SAVINGS,Transfer Interest to ONLINE SAVINGS Account 5340,7.99,debit,Transfer,CD 12 Months,IGNORE
8/14/2018,Transfer to PREMIUM SAVINGS,Transfer Interest to ONLINE SAVINGS Account 5340,7.99,debit,Transfer,CD 12 Months,IGNORE
7/16/2018,Transfer to DP PREMIUM SAVINGS,Transfer Interest to ONLINE SAVINGS Account 5340,7.73,debit,Transfer,CD 12 Months,IGNORE
6/14/2018,Transfer to DP PREMIUM SAVINGS,Transfer Interest to ONLINE SAVINGS Account 5340,7.99,debit,Transfer,CD 12 Months,IGNORE
5/14/2018,Transfer to DP PREMIUM SAVINGS,Transfer Interest to ONLINE SAVINGS Account 5340,7.73,debit,Transfer,CD 12 Months,IGNORE
4/16/2018,Transfer to DP PREMIUM SAVINGS,Transfer Interest to ONLINE SAVINGS Account 5340,7.99,debit,Transfer,CD 12 Months,IGNORE
3/14/2018,Transfer Cd,Transfer To CD 5139,5000,debit,Transfer,PREMIUM SAVINGS,IGNORE
7/15/2018,Tst Baba Pierogies,TST* BABA S PIEROGIES - N,28.85,debit,Restaurants,CREDIT CARD,FOOD
7/15/2018,Tst Baba Pierogies,TST* BABA S PIEROGIES - N,6.48,debit,Restaurants,CREDIT CARD,FOOD
6/28/2018,Dos Toros,TST* DOS TOROS - BEDFORD,22.06,debit,Restaurants,CREDIT CARD,FOOD
6/15/2018,Dos Toros,TST* DOS TOROS - BEDFORD,31.58,debit,Restaurants,CREDIT CARD,FOOD
6/1/2018,Dos Toros,TST* DOS TOROS - BEDFORD,19.05,debit,Restaurants,CREDIT CARD,FOOD
5/25/2018,Dos Toros,TST* DOS TOROS - BEDFORD,28.58,debit,Restaurants,CREDIT CARD,FOOD
5/13/2018,Dos Toros,TST* DOS TOROS - BEDFORD,31.3,debit,Restaurants,CREDIT CARD,FOOD
5/13/2018,Dos Toros,TST* DOS TOROS - BEDFORD,19.05,debit,Restaurants,CREDIT CARD,FOOD
5/3/2018,Dos Toros,TST* DOS TOROS - BEDFORD,28.58,debit,Restaurants,CREDIT CARD,FOOD
4/15/2018,Dos Toros,TST* DOS TOROS - BEDFORD,9.53,debit,Restaurants,CREDIT CARD,FOOD
4/9/2018,Dos Toros,TST* DOS TOROS - BEDFORD,17.68,debit,Restaurants,CREDIT CARD,FOOD
3/25/2018,Dos Toros,TST* DOS TOROS - BEDFORD,9.53,debit,Restaurants,CREDIT CARD,FOOD
3/15/2018,Dos Toros,TST* DOS TOROS - BEDFORD,25,debit,Restaurants,CREDIT CARD,FOOD
3/2/2018,Dos Toros,TST* DOS TOROS - BEDFORD,27,debit,Restaurants,CREDIT CARD,FOOD
2/8/2018,Dos Toros,TST* DOS TOROS - BEDFORD,25,debit,Restaurants,CREDIT CARD,FOOD
9/12/2018,Tst Dostorosny Bedford,TST* DOSTOROSNY-BEDFORD,9.53,debit,Restaurants,CREDIT CARD,FOOD
8/3/2018,Tst Dostorosny Bedford,TST* DOSTOROSNY-BEDFORD,6.01,debit,Restaurants,CREDIT CARD,FOOD
7/19/2018,Tst Dostorosny Bedford,TST* DOSTOROSNY-BEDFORD,23.41,debit,Restaurants,CREDIT CARD,FOOD
7/13/2018,Tst Dostorosny Bedford,TST* DOSTOROSNY-BEDFORD,15.02,debit,Restaurants,CREDIT CARD,FOOD
10/1/2017,Tst Gregory Coffee,TST* GREGORY S COFFEE - 5,3,debit,Coffee Shops,CREDIT CARD,FOOD
1/16/2017,Tst Larry,TST* LARRY'S,107.18,debit,Uncategorized,CREDIT CARD,FOOD
2/20/2017,Red Hook Lobster Pound LLC,TST* RED HOOK LOBSTER POU,39.13,debit,Business Services,CREDIT CARD,FOOD
7/19/2017,Tst Sunday In,TST* SUNDAY IN BROOKLYN,72.17,debit,Restaurants,CREDIT CARD,FOOD
8/28/2018,Tst Surf Bar,TST* SURF BAR,26.86,debit,Alcohol & Bars,CREDIT CARD,FOOD
8/14/2018,Twinkle,TWINKLE PLAY CORP,35,debit,Clothing,CREDIT CARD,CHILDCARE
3/12/2017,Umami Burger,UMAMI BURGER WILLIAMSBURG,31.67,debit,Fast Food,CREDIT CARD,FOOD
11/16/2017,Usa Canteen Vending,USA*CANTEEN VENDING,1.1,debit,Fast Food,CREDIT CARD,TRAVEL
11/15/2017,Usa Canteen Vending,USA*CANTEEN VENDING,1,debit,Fast Food,CREDIT CARD,TRAVEL
10/11/2017,Usa Canteen Vending,USA*CANTEEN VENDING,1.1,debit,Fast Food,CREDIT CARD,TRAVEL
5/9/2018,USPS,USPS KIOSK 3596329550,1,debit,Shipping,CREDIT CARD,GENERAL
4/15/2018,Utsav Restaurant,UTSAV RESTAURANT,76.04,debit,Restaurants,CREDIT CARD,WORK
8/3/2018,Uva,UVA,13.07,debit,Restaurants,CREDIT CARD,LIQUOR
7/20/2018,Uva,UVA,13.07,debit,Restaurants,CREDIT CARD,LIQUOR
4/10/2018,Uva,UVA,13.07,debit,Restaurants,CREDIT CARD,LIQUOR
4/9/2017,Uva,UVA,17.42,debit,Restaurants,CREDIT CARD,LIQUOR
3/19/2018,Venmo Des Cashout,VENMO DES:CASHOUT ID:XXXXX1256 INDN:NATASHA GRAYSON CO ID:XXXXX81992 PPD,498.36,credit,Income,Regular Checking,INCOME
10/6/2017,Venmo Des Cashout,VENMO DES:CASHOUT ID:XXXXX2888 INDN:NATASHA GRAYSON CO ID:XXXXX81992 PPD,103,credit,Income,Regular Checking,INCOME
11/13/2017,Venmo Des Cashout,VENMO DES:CASHOUT ID:XXXXX4013 INDN:NATASHA GRAYSON CO ID:XXXXX81992 PPD,135,credit,Income,Regular Checking,INCOME
10/20/2017,Venmo Des Cashout,VENMO DES:CASHOUT ID:XXXXX4874 INDN:NATASHA GRAYSON CO ID:XXXXX81992 PPD,40,credit,Income,Regular Checking,INCOME
10/4/2017,Venmo Des Cashout,VENMO DES:CASHOUT ID:XXXXX6009 INDN:NATASHA GRAYSON CO ID:XXXXX81992 PPD,34,credit,Income,Regular Checking,INCOME
6/4/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX00577 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,20,debit,Transfer,Regular Checking,GENERAL
7/30/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX01708 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,20,debit,Transfer,Regular Checking,GENERAL
6/25/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX07876 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,50,debit,Transfer,Regular Checking,GENERAL
3/16/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX1940 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,68,debit,Transfer,Regular Checking,GENERAL
11/13/2017,Venmo,VENMO DES:PAYMENT ID:XXXXX2500 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,30,debit,Transfer,Regular Checking,GENERAL
5/30/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX26961 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,15,debit,Transfer,Regular Checking,GENERAL
6/13/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX27601 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,15,debit,Transfer,Regular Checking,GENERAL
4/30/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX28195 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,66,debit,Transfer,Regular Checking,GENERAL
1/16/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX2855 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,30,debit,Transfer,Regular Checking,GENERAL
2/12/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX3235 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,30,debit,Transfer,Regular Checking,GENERAL
11/20/2017,Venmo,VENMO DES:PAYMENT ID:XXXXX3266 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,30,debit,Transfer,Regular Checking,GENERAL
1/17/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX4609 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,77,debit,Transfer,Regular Checking,GENERAL
12/29/2017,Venmo,VENMO DES:PAYMENT ID:XXXXX4650 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,37,debit,Transfer,Regular Checking,GENERAL
4/2/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX4833 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,10,debit,Transfer,Regular Checking,GENERAL
3/12/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX6454 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,46.75,debit,Transfer,Regular Checking,GENERAL
5/25/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX65290 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,65,debit,Transfer,Regular Checking,GENERAL
12/29/2017,Venmo,VENMO DES:PAYMENT ID:XXXXX6921 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,38,debit,Transfer,Regular Checking,GENERAL
7/25/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX70507 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,65,debit,Transfer,Regular Checking,GENERAL
5/16/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX78614 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,15,debit,Transfer,Regular Checking,GENERAL
6/6/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX80788 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,15,debit,Transfer,Regular Checking,GENERAL
11/6/2017,Venmo,VENMO DES:PAYMENT ID:XXXXX8887 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,30,debit,Transfer,Regular Checking,GENERAL
6/4/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX96529 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,20,debit,Transfer,Regular Checking,GENERAL
11/21/2017,Venmo,VENMO DES:PAYMENT ID:XXXXX9731 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,46.45,debit,Transfer,Regular Checking,GENERAL
5/23/2018,Venmo,VENMO DES:PAYMENT ID:XXXXX98127 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,15,debit,Transfer,Regular Checking,GENERAL
12/18/2017,Venmo,VENMO DES:PAYMENT ID:XXXXX9938 INDN:NATASHA GRAYSON CO ID:XXXXX81992 WEB,15,debit,Transfer,Regular Checking,GENERAL
1/23/2017,Villa,VILLA FRESH IT01314905,6.35,debit,Business Services,CREDIT CARD,TRAVEL
6/4/2017,Virgin America,VIRGIN AMERICA ON BOARD 2,14,debit,Air Travel,CREDIT CARD,TRAVEL
1/25/2017,Virgin America,VIRGIN AMERICA ON BOARD 2,16,debit,Air Travel,CREDIT CARD,TRAVEL
1/15/2017,Virgin America,VIRGIN AMERICA ON BOARD 2,8,debit,Air Travel,CREDIT CARD,TRAVEL
8/9/2018,Wave,WAVE 92044790,34.39,debit,Internet,CREDIT CARD,TRAVEL
9/10/2018,Wcs Bxzoo Rst,WCS BXZOO RST AFR TER,13.21,debit,Fast Food,CREDIT CARD,TRAVEL
3/30/2018,Wcs E,WCS E-COMMERCE,179.95,debit,Kids Activities,CREDIT CARD,GENERAL
